sha, contributor, date, message
1f3b3d681c, Dick Hollenbeck, Thu Apr 18 19:03:47 2013, "fix some compiler warnings"
fb57b54be8, Dick Hollenbeck, Thu Apr 18 19:03:25 2013, "fix Lorenzo's bug introduced in rev. 4082"
5d704c9692, Maciej Suminski, Thu Apr 18 17:10:02 2013, "Turned on group recaching on GAL change."
a96c5379b3, Maciej Suminski, Thu Apr 18 11:46:23 2013, "Fixed non-GAL build."
e4bac0d91a, Maciej Suminski, Thu Apr 18 11:20:19 2013, "Fixed resize issue (moved GAL panel into pane). Tidied up event handlers."
5da0a971d5, Stefan Helmert, Wed Apr 17 16:57:47 2013, "The internal BOM generator has bugs. I designed an XSL script, which converts the generated XML Partlist into a CSV file for Libre Office or Open Office.  It is very easy to use. You can specify it as a plugin for Eeshema netlist generator."
9af45c05bb, Maciej Suminski, Wed Apr 17 13:59:46 2013, "Fix for drawing polygons."
e799d7a06c, Maciej Suminski, Wed Apr 17 13:12:54 2013, "Fixed drawing of PCB_TARGET items."
fde71bdf33, Maciej Suminski, Wed Apr 17 12:50:38 2013, "Removed unnecessary calls to cairo drawing functions."
16a28348b4, Maciej Suminski, Wed Apr 17 12:48:37 2013, "Added const(..)& in GAL methods' parameters and change iterators to constant iterators."
520be6f67b, Maciej Suminski, Wed Apr 17 12:38:00 2013, "Added GAL::DrawSegment for drawing rounded segments (used for drawing tracks)."
6cf04e6820, Maciej Suminski, Wed Apr 17 12:33:11 2013, "Fixed drawing arcs in Cairo GAL."
188ea1f59f, Maciej Suminski, Wed Apr 17 12:30:21 2013, "More accurate rendering display of ZONE_CONTAINERs."
3bccc00c8c, Kerusey Karyu, Tue Apr 16 17:45:25 2013, "Polish GUI update (based on BZR4099 source)"
71a1ad6ff5, Maciej Suminski, Tue Apr 16 14:55:21 2013, "Fixed drawing polygons using Cairo-based GAL."
c4dc992c03, jean-pierre charras, Tue Apr 16 12:53:23 2013, "Eeschema: fix bug #1168116. Netlist generation: remove  dead code and fully outdated option pspice "use net number" Pcbnew: layer manager: display tooltips using translated form (where internationalized, but always shown in English)."
4eadf2ef47, Maciej Suminski, Tue Apr 16 11:43:13 2013, "Removed flickering in Cairo-based rendering backend."
bee0d69289, Maciej Suminski, Tue Apr 16 11:16:27 2013, "Cleanup"
01ebf03110, Maciej Suminski, Mon Apr 15 17:59:38 2013, "Inverted Y display axis while using Cairo-based rendering backend."
820e6e5e16, Maciej Suminski, Mon Apr 15 17:57:03 2013, "Introduced Cairo-based rendering backend using GAL. Moved switching canvas routines to pcbnew, as they are used only there right now (otherwise libgal would have to be linked to every Kicad application)."
5b9057823a, Maciej Suminski, Mon Apr 15 16:03:05 2013, "Introduced SetGAL() functions that will allow changing GAL backend for rendering on the fly."
70dc51d1f9, Lorenzo Marcantonio, Sun Apr 14 13:02:19 2013, "Changed format specifiers of some printf involved with size_t values to %zu to avoid runtime assertions."
2cad7a52ad, Lorenzo Marcantonio, Sun Apr 14 10:26:42 2013, "Closes bug 1168753. Depending on build options seems that wx uses different types for size() so the Format string was not always correct. Put a fat warning in a comment too."
088832b8f6, Matthew Beckler, Sun Apr 14 06:07:04 2013, "Match 'new char[]' with proper delete[] char* rather than delete char*."
583f290f1d, arius, Sun Apr 14 00:48:36 2013, "German translation update against kicad-testing rev. 4095."
35e1c65996, Dick Hollenbeck, Sat Apr 13 23:30:21 2013, "move project templates from source tree to library tree"
1c519c9842, Kerusey Karyu, Sat Apr 13 11:15:56 2013, "* Polish GUI update (based on BZR4094 source) * KiCad manual update"
e1fcd31381, Maciej Suminski, Fri Apr 12 16:41:31 2013, "Fixed text display using Cairo."
e3cb0aa36f, Maciej Suminski, Fri Apr 12 10:37:06 2013, "Tesselation error fix."
b1144a864f, Wayne Stambaugh, Fri Apr 12 09:30:18 2013, "wxWidgets 2.8.12 build fix"
3412e82799, Maciej Suminski, Fri Apr 12 09:16:52 2013, "Copyright change"
d23724f59e, Dick Hollenbeck, Thu Apr 11 21:04:30 2013, "use lower case library names in *.pro & *.sch files, to match actual filenames in the template file set. Noticed on linux."
65b7f23d46, Lorenzo Marcantonio, Thu Apr 11 20:29:56 2013, "Set grid color for module editor and viewer (closes #1167884) Also removed EDA_DRAW_FRAME::OnGrid which was totally dead (empty and unused)"
d5fff4a6da, Dick Hollenbeck, Thu Apr 11 20:00:36 2013, "revert text strings for clarity"
e07590f930, jean-pierre charras, Thu Apr 11 19:40:20 2013, "All: fix a minor issue in drawtext.cpp Pcbnew: load footprint from modview: Because modview allows user to choose the footprint library, the selected library is forced when the footprint is loaded. I am not sure this is 100% better, but this new behavior has some advantages, mainly in the footprint editor (you can load a footprint outside the selected library)"
877dd3f79a, Maciej Suminski, Thu Apr 11 14:21:59 2013, "Added multiline strings and text overbars rendering using GAL."
53ec1efc1d, Maciej Suminski, Thu Apr 11 10:04:38 2013, "Copyright notices fix."
e5740af069, Dick Hollenbeck, Wed Apr 10 23:06:49 2013, "2.9 wx rat race"
297a54fa3e, Dick Hollenbeck, Wed Apr 10 22:31:40 2013, "Make project templates work with KICAD_PTEMPLATES env var."
3e4a79d063, jean-pierre charras, Wed Apr 10 21:20:35 2013, "Pcbnew: fix Bug #1167364 pcb_calculator: fix bug Bug #1167345"
b1c710a214, Lorenzo Marcantonio, Wed Apr 10 21:09:59 2013, "Made overbar position independant of pen size for text, to fix graphics glitches with halo text. Slightly retuned for compensating the new position."
4d0255e0bc, Kerusey Karyu, Wed Apr 10 19:15:58 2013, "Polish GUI update (based on BZR4086 source)"
cca97586a9, Dick Hollenbeck, Wed Apr 10 17:08:01 2013, "revert to using quotes around variable text which may be blank"
07cd3bcb56, Maciej Suminski, Wed Apr 10 15:03:35 2013, "Upstream merged"
80999ba0a4, Maciej Suminski, Wed Apr 10 13:47:19 2013, "Temporarily disabled display of netlabels on pads due to performance drop."
0d85444062, Maciej Suminski, Wed Apr 10 10:09:23 2013, "Fix for compatibility with wxWidgets 2.8 & 2.9 at the same time."
0d41a7a523, jean-pierre charras, Wed Apr 10 09:23:20 2013, "All: fix some issues in messages to translate. Remove fully outdated files"
ccd2ebefd3, Maciej Suminski, Wed Apr 10 09:09:48 2013, "Removed OpenGL different drawing modes, as they were not used."
4cbbce3aa6, Lorenzo Marcantonio, Wed Apr 10 09:03:19 2013, "Removed ugly usage of an extra layer slot for the layer count in gerbview Fixed layer picker for exporting to pcbnew Realigned pcb layer name with class BOARD"
66453e3d92, Lorenzo Marcantonio, Tue Apr 9 21:20:21 2013, "Fixed pad preview color"
42709330e0, Lorenzo Marcantonio, Tue Apr 9 19:49:01 2013, "Better strings for the translators (converted concatenations to formats)"
20eaf66d5b, Lorenzo Marcantonio, Tue Apr 9 19:16:53 2013, "Hunted down hardcoded pixel size thresholds for drawing Dynamic contrast for netname and pin numbers ('halo' text) Handle netname drawing even on diagonal tracks"
b525e3be55, Lorenzo Marcantonio, Tue Apr 9 18:00:46 2013, "Factored out text anchor drawing More layer classification cleanup"
5fda7bf32f, Maciej Suminski, Tue Apr 9 16:12:20 2013, "Netnames and pad numbers are displayed on pads (using GAL)"
d400a25075, Maciej Suminski, Tue Apr 9 16:12:18 2013, "Modified CMakeLists.txt in order to compile Kicad with KICAD_GAL=ON for Windows"
ef5693080f, Maciej Suminski, Tue Apr 9 16:12:17 2013, "Fixed line style used for displaying texts."
70769d5d46, Maciej Suminski, Tue Apr 9 16:12:16 2013, "Fixed drawing of circles in certain circumstances using OpenGL."
0de48234bc, Lorenzo Marcantonio, Tue Apr 9 04:31:36 2013, "Printf was missing a GetChars"
477069c063, Wayne Stambaugh, Tue Apr 9 02:16:53 2013, "Fix compile bug in ptree.cpp with wxWidgets 2.9.x and MinGW."
6bf3d7cdc3, Dick Hollenbeck, Mon Apr 8 23:04:45 2013, "Implement "KiCad s-epression" support for boost::property_tree's ptree, the 8 bit string version of property_tree. The ram resident structure of the ptree is mostly compatible with one created using the xml_parser from boost::property_tree, with slight differences in the way atoms are stored. The result is you can use Format() to convert from xml to s-expression, but not the other way around. You can write a simple s-expression beautifier in just a few lines of code."
05e3ae645d, Maciej Suminski, Mon Apr 8 11:01:49 2013, "Fixed distorted polygons' corner display"
664692b2e6, Maciej Suminski, Mon Apr 8 10:54:31 2013, "Added outline display mode for pads, vias & tracks"
850c0a8473, Maciej Suminski, Mon Apr 8 10:50:47 2013, "Added high contrast display mode using GAL rendering."
7bb04c8f63, jean-pierre charras, Mon Apr 8 09:13:26 2013, "Make some messages translatable. Make dialog footprint wizard list resizable."
e64ca86d02, Andrey Fedorushkov, Mon Apr 8 04:48:53 2013, "update Russian GUI to bzr4075"
e04b6a04a6, Marco Mattila, Sun Apr 7 20:49:13 2013, "Use the boundary of the object and not just the boundary of the text in SCH_TEXT hit testing."
b739b2b075, Lorenzo Marcantonio, Sun Apr 7 18:20:46 2013, "Support for a visibility flag and color selection to NPTH holes (when disabled they are shown as standard holes, a lot less distracting than the previous fixed yellow color)"
d9e1569ac1, arius, Sun Apr 7 17:04:11 2013, "German translation update against kicad-testing rev. 4073"
204d085b64, Lorenzo Marcantonio, Sun Apr 7 13:55:18 2013, "More cleanup on layer code usage Better description for entities on right click menu and panel Typo fixes and some comment reformats"
9ebb4afacc, Lorenzo Marcantonio, Sat Apr 6 18:46:03 2013, "Removed arbitrary MAX_LAYER_ROWS limit (only used in one assertion, anyway)"
094edbe2b3, Kerusey Karyu, Sat Apr 6 16:14:45 2013, "Polish GUI update (based on BZR4071 source)"
150cfebb59, Lorenzo Marcantonio, Sat Apr 6 14:28:02 2013, "Fixed some tab-induced disalignments Charras beat me on fixing the include/sch_item_struct.h include issue from 4069"
ca4a3651c0, jean-pierre charras, Sat Apr 6 14:01:53 2013, "Gerbview, layer manager: add option (popup menu) to always keep layers not visible but the active layer, even when the active layer is changed. Pcbnew: fix swig warning for operator EDA_COLOR_T::++  (changed to function EDA_COLOR_T:: NextColor)"
74a57d4ea8, Lorenzo Marcantonio, Sat Apr 6 07:01:48 2013, "Cleanup of the eeschema 'layers' i.e. entitity colours. This also fixes the spurious warning about stuff that couldn't be seen when changing colours. NOTE that the 'net name' layer is present and configurable but non used anywhere!"
00f0e27851, Lorenzo Marcantonio, Fri Apr 5 21:04:58 2013, "Factored layer utility functions: classification, layer flip and mask flip"
3379154eac, Kerusey Karyu, Fri Apr 5 19:24:29 2013, "Polish GUI update (based on BZR4066 source)"
db09deedf7, Lorenzo Marcantonio, Fri Apr 5 19:23:56 2013, "New color palette"
90f2e67ed8, Lorenzo Marcantonio, Fri Apr 5 17:09:04 2013, "Typo fix"
52ec277592, Maciej Suminski, Fri Apr 5 15:10:58 2013, "Fixed bug of displaying stroked rectangles on wrong layer depth."
84239542b7, Maciej Suminski, Fri Apr 5 15:10:31 2013, "Fixed code formatting."
63e987edd0, Lorenzo Marcantonio, Fri Apr 5 10:55:46 2013, "Removed the default generation of phantom text by the postscript plot driver. It crashes Adobe's own implementation of postscript!"
752e4a4a58, jean-pierre charras, Fri Apr 5 09:38:00 2013, "All: change some texts and messages hard to translate, or not translatable (and some incorrect messages). Pcbnew, layer manager: add option (popup menu) to always keep copper layers not visible but the active layer, even when the active layer is changed. Usefull for multilayer ( more than 4 layers) PCBs."
d12a45923b, Lorenzo Marcantonio, Thu Apr 4 23:35:01 2013, "More work on EDA_COLOR_T and layers. In particular the new mechanism for handling extended color palettes is in place, included renaming the ini keys and saving the color name instead of its index; this means better forward compatibility with palette changes."
6d088b4365, Maciej Suminski, Thu Apr 4 14:17:40 2013, "Added setting active layer in PAINTER's render settings according to the PCB layer widget."
ccc0fb06c9, Maciej Suminski, Thu Apr 4 11:52:16 2013, "Added missing CMakeModules (Cairo & GLEW)."
329eae1f74, Maciej Suminski, Thu Apr 4 11:23:23 2013, "Added GetSettings() method for obtaining current rendering settings used by PAINTER class."
826d5a8954, Maciej Suminski, Thu Apr 4 11:21:35 2013, "Added GetMinDepth()/GetMaxDepth() methods (useful for displaying things on the top or on the bottom)."
18374e53a0, Maciej Suminski, Thu Apr 4 11:18:47 2013, "common/painter.cpp: Removed unnecessary header inclusion, added variable initialization common/view/view.cpp: Added line to comply with coding style"
a47d36e399, jean-pierre charras, Wed Apr 3 18:16:26 2013, "Pcbnew: fix Bug #1163201. Fix Bug #1162779. Fix incorrect comment in CMakeLists.txt."
2e5bd2fad1, Maciej Suminski, Wed Apr 3 11:19:13 2013, "Added painting of DIMENSION & PCB_TARGET items. Removed unnecessary header inclusion."
39086ffb3f, Maciej Suminski, Wed Apr 3 11:19:08 2013, "Added loading layer visibility settings when loading a board. Minor code cleaning."
74943e5a73, Rafael, Wed Apr 3 00:59:38 2013, "German translation update against kicad-testing rev. 4061"
41d254fb48, Lorenzo Marcantonio, Tue Apr 2 19:11:42 2013, "Meaningful tooltip for ECO layers"
23981977f3, Lorenzo Marcantonio, Tue Apr 2 18:04:12 2013, "Fixed idiotic merge error in busentry handling"
4e4776c370, Maciej Suminski, Tue Apr 2 11:03:15 2013, "Showing module's value and reference text on proper layers."
a97c9a1b96, Maciej Suminski, Tue Apr 2 11:02:35 2013, "Added possibility to show/hide layers using right sidebar (PCB layer widget) in the GAL rendered view."
e262b32198, Maciej Suminski, Tue Apr 2 08:54:03 2013, "Introduction of Graphics Abstraction Layer based rendering for pcbnew."
d7b6231f75, Kerusey Karyu, Mon Apr 1 19:02:35 2013, "Polish GUI update (based on BZR4059 source)"
f4d6430eb0, jean-pierre charras, Mon Apr 1 14:41:46 2013, "Eeschema: Minor changes in dialogs to ensure a better likeness between dialogs on Linux and Windows (mainly, remove some useless wxStaticBoxSizer in dialogs) Update Clipper version."
e18404eea1, Lorenzo Marcantonio, Mon Apr 1 13:59:19 2013, "Removed unused width attribute from schematic line"
fd1cd36f63, jean-pierre charras, Mon Apr 1 13:42:09 2013, "Minor changes in dialogs to ensure a better likeness between dialogs on Linux and Windows (mainly, remove some wxStaticBoxSizer in dialogs)"
92e0eb628c, jean-pierre charras, Mon Apr 1 12:50:01 2013, "Minor changes in dialogs to ensure a better likeness between dialogs on Linux and Windows (mainly, remove some wxStaticBoxSizer in dialogs)"
f37812f898, Lorenzo Marcantonio, Mon Apr 1 12:35:20 2013, "Refactoring: split in two the SCH_BUS_ENTRY class"
0dd413a711, Lorenzo Marcantonio, Mon Apr 1 07:53:38 2013, "Removed unused defines"
cc0524a21a, Lorenzo Marcantonio, Mon Apr 1 07:47:44 2013, "Converted the IS_BUS/IS_WIRE define to an enum"
8175163296, Lorenzo Marcantonio, Mon Apr 1 07:26:53 2013, "Better type safety to DANGLING_END_ITEM (SCH_ITEM* instead of void*)"
c32f56ffaa, Lorenzo Marcantonio, Sun Mar 31 22:40:22 2013, "Removed the long time dead SCH_POLYLINE class (schematic level polyline)"
86851d39a4, Lorenzo Marcantonio, Sun Mar 31 20:57:31 2013, "Hide the anchor for hidden text (suggested by Sergey Borshch)"
9fd79dfa91, Lorenzo Marcantonio, Sun Mar 31 15:27:46 2013, "Implemented the LAYER_NUM typedef (LAYER was already taken as a class name...) to represent a layer number."
8e09679437, jean-pierre charras, Sun Mar 31 14:44:23 2013, "Minor cosmetic fixes (mainly on Linux) in dialogs."
8eba8e7708, Kerusey Karyu, Sun Mar 31 08:12:01 2013, "Polish GUI update (based on BZR4049 source)"
29bf40dc96, Wayne Stambaugh, Sun Mar 31 00:41:08 2013, "Fix build errors in layer mask changes."
27ee815742, Lorenzo Marcantonio, Sat Mar 30 20:55:26 2013, "Minor flags and layer mask cleanup"
c650c378c0, Lorenzo Marcantonio, Sat Mar 30 18:49:58 2013, "Fixed the logic for "do you want to make the footprint visible" requester (meaning was inverted)"
e0303a4558, Lorenzo Marcantonio, Sat Mar 30 18:24:04 2013, "- New typedef LAYER_MSK to encapsulate a layer bitmap - Renamed ReturnMaskLayer to GetLayerMask (since it's a plain getter)"
1702ab3a00, jean-pierre charras, Sat Mar 30 15:06:05 2013, "pcbnew: fix some cosmetic issues mainly on Linux ( these issues could be very dependant on wxWidgets/Gtk versions)"
9c60e618c0, jean-pierre charras, Sat Mar 30 14:36:19 2013, "pcbnew: fix some cosmetic issues (could be very dependant on wxWidgets/Gtk versions)"
51291b0965, jean-pierre charras, Sat Mar 30 10:28:59 2013, "Fix many issues in config functions, mainly a rounding issue when a double is stored in wxConfig file (was stored only using 4 digits in mantissa) Remove dead or obsolete code."
45fc0125a7, Wayne Stambaugh, Sat Mar 30 01:06:08 2013, "Fix field position bug in edit component dialog when OK button cancelled due to empty field."
d0724de1de, jean-pierre charras, Fri Mar 29 11:14:32 2013, "Fix rounding issue when a double is stored in a wxConfig file (wxWidgets 2.9.4 store only 4 digits in mantissa). A new inline function ConfigBaseWriteDouble( config, key,  double_value )  is used instead of config->Write(  key, double_value ) which store 12 digits"
bf56b2b35d, Wayne Stambaugh, Thu Mar 28 21:49:17 2013, "Fix a GOST compile error."
675f8d4a0b, Lorenzo Marcantonio, Thu Mar 28 20:12:46 2013, "Typedef STATUS_FLAGS to encapsulate EDA_ITEM bitmapped flags"
cd18ff1762, Wayne Stambaugh, Thu Mar 28 17:51:22 2013, "Fix X3D patch commit coding policy issues."
ef2c94069f, Maciej Suminski, Thu Mar 28 17:48:29 2013, "Added template RTREE and class VIEW_RTREE (R-tree for fast spatial indexing of VIEW items; for future usage in GAL)"
ad4bf38e7a, Maciej Suminski, Thu Mar 28 17:42:15 2013, "Added class COLOR4D that contains color representation with 4 components (RGBA) (for future usage in GAL)"
7e0a44e4af, Maciej Suminski, Thu Mar 28 17:38:33 2013, "Added template MATRIX3x3 for handling general 3x3 matrices (for future usage in GAL)"
30e1aaec26, Maciej Suminski, Thu Mar 28 17:30:09 2013, "Replacement of classes BOX2 and VECTOR2 with their extended versions"
3c037a3c31, jean-pierre charras, Thu Mar 28 10:40:29 2013, "Pcbnew, Module Editor: fix bug Bug #1161114 (pad not visible after undoing a move pad)"
4865a68fa0, Lorenzo Marcantonio, Thu Mar 28 07:40:19 2013, "Extremely trivial stuff (mostly cosmetics)"
e391df7790, Kerusey Karyu, Thu Mar 28 06:20:24 2013, "Polish GUI update (based on BZR4037 source)"
5a5b90984a, Andrey Fedorushkov, Wed Mar 27 21:38:20 2013, "all: new Russian GOST patch - author Konstantin Baranovskiy pcbnew: fix print format in THROW_IO_ERROR         fix properties file export_vrml.cpp"
4234ab0017, Andrey Fedorushkov, Wed Mar 27 21:09:56 2013, "update Russian GUI to bzr 4036"
e90fc3a9b2, jean-pierre charras, Wed Mar 27 20:36:10 2013, "Better fix for bug #1155888"
5874ac0f6f, jean-pierre charras, Wed Mar 27 19:34:23 2013, "Commit patch for x3d file reader (with minor changes). Commit other minor patches and fixes"
aae87178a7, Lorenzo Marcantonio, Wed Mar 27 19:32:12 2013, "Renamed global variables:"
0cbe14c12e, Dick Hollenbeck, Wed Mar 27 15:01:50 2013, "reference a test program in a comment"
50682ef2dc, Dick Hollenbeck, Wed Mar 27 14:33:24 2013, "remove interrim fix, no longer needed"
8842bdcede, jean-pierre charras, Wed Mar 27 07:23:29 2013, "French translation update"
e901888bb9, Kerusey Karyu, Wed Mar 27 06:17:53 2013, "Polish GUI update (based on BZR4031 source)"
ccd0ab78f3, Lorenzo Marcantonio, Tue Mar 26 21:02:23 2013, "Removed unused define TEXT_VTAB_HEIGHT"
cc46ee0ec9, jean-pierre charras, Tue Mar 26 19:15:30 2013, "Pcbnew: Fix Bug #1160396"
a6232e2c92, Wayne Stambaugh, Tue Mar 26 18:25:18 2013, "Fix field text position access bug in Eeschema. (fixes lp:1160214)"
f824c83842, jean-pierre charras, Tue Mar 26 18:05:47 2013, "Pcbnew: fix an issue when texts in footprints have a size = 60 mils (default size for texts). After saving and reading the .kicad_pcb file, the size was not correct."
00bdc80087, jean-pierre charras, Tue Mar 26 10:58:40 2013, "Pcbnew: Fix a collision name between 2 methods: EDA_ITEM::GetFlags() and ZONE_CONTAINER::GetFlags(), which creates a very strange behavior when creating/edition zones. ZONE_CONTAINER::GetFlags() is now named  ZONE_CONTAINER::GetLocalFlags()."
8cb20938f4, jean-pierre charras, Mon Mar 25 20:11:22 2013, "Pcbnew: fix issue in zone keepout dialog: layers not displayed on Linux, and minor changes"
019d1364d3, jean-pierre charras, Mon Mar 25 19:48:07 2013, "Pcbnew: fix issue in zone keepout dialog: layers not displayed on Linux, and minor changes"
db5d90ce9f, Wayne Stambaugh, Mon Mar 25 18:09:55 2013, "Fix SCH_FIELD get reference designator text bug. (fixes lp:1159401)"
8d61cd0e5b, jean-pierre charras, Mon Mar 25 18:02:29 2013, "Pcbnew: fix issue in zone keepout dialog: layers not displayed on Linux"
372ce6595a, jean-pierre charras, Mon Mar 25 14:37:48 2013, "Very minor changes in dialog zones."
1c17aa3253, Massimo, Sun Mar 24 23:26:12 2013, "Italian translation update (bzr 4024)"
2b9297020b, Andrey Fedorushkov, Sat Mar 23 21:37:48 2013, "eeschema: fix build when KICAD_GOST ON (insert in bzr4019)"
7c69429ddb, Andrey Fedorushkov, Sat Mar 23 17:28:57 2013, "update Russin GUI to bzr4023"
21d1402c03, jean-pierre charras, Sat Mar 23 14:30:00 2013, "Pcbnew, ModEdit: fix issue when setting anchor position, and minor code cleaning."
9881053817, Kerusey Karyu, Wed Mar 20 17:44:20 2013, "Polish GUI update (based on BZR4022 source)"
25e7abec0d, Wayne Stambaugh, Wed Mar 20 15:50:12 2013, "Encapsulation, bug, context menu string, and, coding policy fixes."
25b65b2e3b, Dick Hollenbeck, Wed Mar 20 05:46:32 2013, "Consistent with my email posting from a day or two ago, remove the translated standard layer name support from BOARD::GetLayerName().  This function evolved in a contorted direction over time, and was being asked to return one of 3 different kinds of layer names, even though it only took a boolean to control that choice."
8421cacef4, Carl Poirier, Tue Mar 19 02:25:19 2013, "Add library column to component and module select dialog."
7d0ec1a138, Wayne Stambaugh, Mon Mar 18 20:36:07 2013, "More encapsulation work."
da9e6b1679, Miguel Angel Ajo, Mon Mar 18 12:22:31 2013, "checkcoding.py refactor from Edwin van den Oetelaar, some extra refactorings by me, improvement suggestions from Carl Poirier"
3e8bd5592b, jean-pierre charras, Sun Mar 17 20:04:42 2013, "Pcbnew: fix Bug #1156193 . Fix compil issues when KICAD_SCRIPTING_WXPYTHON is not enabled and KICAD_SCRIPTING is enabled"
f227383341, Miguel Angel Ajo, Sun Mar 17 03:03:18 2013, "ReloadPlugins() python function, and mtime stored in the KICAD_PLUGINS dictionary"
1cf52baaa0, Miguel Angel Ajo, Sun Mar 17 02:18:09 2013, "New register() method in plugins, used by the loader to handle runtime plugin reloading"
31a693cb8d, Miguel Angel Ajo, Sun Mar 17 02:14:46 2013, "Refactoring python to wxArrayString, and better exception error reporting"
f83a200e5e, Miguel Angel Ajo, Sun Mar 17 00:51:43 2013, "Fix wxString.Print call to be compatible with wx2.8, thanks to Барановский Константин and Edwin van den Oetelaar for submiting same patch, same hour, are you twins? ;)"
b992feeaf6, jean-pierre charras, Sat Mar 16 12:12:18 2013, "Pcbnew: designe rule dialog: fix incorect size of track list grid"
cc2022b1ac, Kerusey Karyu, Sat Mar 16 07:30:52 2013, "Polish GUI update (based on BZR4011 source)"
9a8baa00f2, Miguel Angel Ajo, Sat Mar 16 04:27:48 2013, "Allow plugins to be reloaded without closing/opening pcbnew, next step is plugin editor, just a few lines away..."
ecc6a69f4f, Miguel Angel Ajo, Sat Mar 16 00:28:35 2013, "Also check coding style of new files, not only modified ones"
6c614e2996, Miguel Angel Ajo, Sat Mar 16 00:21:53 2013, "tool for checking coding style"
155ea57c36, Miguel Angel Ajo, Fri Mar 15 17:35:24 2013, "LOCALE_IO toggle implementation for locale switches on scripting; code cleanups to comply with kicad coding style policy"
cefd3cd5e2, Miguel Angel Ajo, Fri Mar 15 15:50:54 2013, "Fixed wxGrid re-creation and missing icon for dialog"
df93154dee, Miguel Angel Ajo, Fri Mar 15 14:27:18 2013, "wxT added to the locales fix, message box on python exceptions inside wizard, added some missing copyright notices"
1477210b67, Miguel Angel Ajo, Fri Mar 15 01:56:36 2013, "Fix for locales that set , as a decimal point (which is incompatible with python scripting), also fixed the m_Reference encapsulation in module to Reference()"
76e21c28a4, Dick Hollenbeck, Thu Mar 14 23:54:47 2013, "EAGLE_PLUGIN now establishes (trace_min), (via_min_size), (via_min_drill), and Default Net's (clearance) by groking the eagle *.brd info.  This makes it more probable that fewer DRC errors come about on first DRC attempt."
ea5a03f93c, jean-pierre charras, Thu Mar 14 17:11:05 2013, "3D viewer: fix very minor issues (better rendering of 3D view)."
155a53dc57, jean-pierre charras, Wed Mar 13 20:15:09 2013, "Very minor fixes, mainly for the stable version"
53e98dede8, jean-pierre charras, Wed Mar 13 20:06:46 2013, "Last (minor) fixes for the stable version"
42d7bf6c8e, Wayne Stambaugh, Wed Mar 13 19:53:58 2013, "Pcbnew encapsulation and code cleaning."
8287775bac, Dick Hollenbeck, Wed Mar 13 17:38:54 2013, "EAGLE_PLUGIN cu layer map fix broke footprint library loading"
22c85e78ff, Dick Hollenbeck, Wed Mar 13 17:17:16 2013, "EAGLE_PLUGIN cu layer map fix"
1be0b66d53, jean-pierre charras, Tue Mar 12 17:37:41 2013, "Pcbnew: fix a bug in autoplac.cpp"
c8ed3280f3, jean-pierre charras, Tue Mar 12 16:17:44 2013, "Pcbnew: Fix many minor issues in print dialog, mainly in modedit."
742e1a7e44, Miguel Angel Ajo, Tue Mar 12 01:37:45 2013, "Reverted back the ( i ) parameters for python, applied the PyGILState_Ensure from Dick into his PyLOCK class"
93a8e7b395, jean-pierre charras, Mon Mar 11 20:30:58 2013, "Pcbnew: print dialog: code cleanup and bug fixes (added some fixes from Sergey A. Borshch)"
37e76e3982, Massimo, Mon Mar 11 15:57:22 2013, "Italian translation update (bzr 3994)"
2a2a530c62, Dick Hollenbeck, Mon Mar 11 09:09:48 2013, "improvements to python's GIL acquisition and release, but not done yet, since I think the GIL needs to be acquired even when not involving wxPython."
a88d067abf, jean-pierre charras, Sun Mar 10 20:55:21 2013, "Kicad manager: fix bug: .kicad_pcb files not saved in zip file"
9d40727b4c, jean-pierre charras, Sun Mar 10 14:59:47 2013, "Pcbnew: fix issues:   Ensure pads type connector  have a drill size= 0, like SMD pads. Ensure keepout zones have no net."
ccd9500bfb, Miguel Angel Ajo, Sun Mar 10 02:35:24 2013, "Project templates now can find the system templates from KICAD environment variable"
5fc382df85, jean-pierre charras, Sat Mar 9 20:36:31 2013, "Pcbnew: Partial merge from pcad2kicad (from Alexander Lunev). Fix an old bug related to pads with offset: sometimes the connection to a zone was not detected."
b0abf1c79f, jean-pierre charras, Sat Mar 9 12:49:36 2013, "Doc and French translation update."
8306f4c65c, jean-pierre charras, Fri Mar 8 08:29:30 2013, "Pcbnew: fix bug in export vrml (bad Z position of 3D shapes). Very minor code cleaning."
2ab86e7400, Wayne Stambaugh, Thu Mar 7 18:12:59 2013, "Documentation and coding policy fixes."
9a131706d7, Baranovskiy Konstantin, Thu Mar 7 15:15:35 2013, "Width factor for DXF plotting text used an inverted aspect ratio."
1ae31edb9a, jean-pierre charras, Wed Mar 6 20:32:59 2013, "Gerbview: Minor fixes"
46f106b6cd, jean-pierre charras, Wed Mar 6 10:04:27 2013, "Pcbnew: fix Bug #1148785 (pcbnew crashes when using only one layer in autorouter ) , and a minor bug in dialog cleanup."
99130437de, Andrey Fedorushkov, Wed Mar 6 07:26:09 2013, "update Russian GUI to bzr3984"
422633c2cc, jean-pierre charras, Mon Mar 4 21:01:12 2013, "French translation update. File format update."
c1fbc8ef8b, jean-pierre charras, Mon Mar 4 20:59:12 2013, "Pcbnew, module edit dialogs: fix some "cosmetic" issues."
88e50d9da4, jean-pierre charras, Mon Mar 4 20:31:09 2013, "Refinements"
248343c0a3, jean-pierre charras, Mon Mar 4 20:15:23 2013, "Refinements"
